874	223
882	841
882	2077
884	822
886	1964
895	1757
896	1897
902	637
906	2125
908	406
908	2186
918	369
925	522
926	394
930	132
932	1964
935	1223
937	1477
940	196
940	509
942	2181
942	2243
945	501
945	954
945	2122
945	2306
949	348
949	747
954	501
954	945
954	2122
956	929
960	681
960	697
961	500
963	2312
965	93
977	76
977	222
987	136
989	1139
998	711
999	318
1001	109
1001	1004
1003	1988
1014	1092
1014	1927
1023	848
1024	611
1024	1292
1024	1884
1024	1962
1025	1135
1030	788
1036	1445
1042	137
1042	673
1042	1105
1044	372
1050	1058
1055	1056
1056	1055
1058	1050
1060	1659
1063	514
1066	48
1070	854
1071	1879
1080	1778
1082	1115
1085	1790
1089	668
1092	1014
1092	1082
1092	1238
1092	1260
1099	1438
1105	1042
1107	231
1108	1800
1108	2191
1108	2195
1114	860
1115	1014
1115	1092
1115	1238
1115	1260
1116	559
1119	1141
1123	367
1126	1245
1128	1744
1139	989
1139	2211
1141	1119
1145	1146
1146	1145
1151	1239
1155	259
1156	1326
1161	1308
1164	671
1164	1435
1169	121
1171	132
1173	1033
1179	2144
1180	227
1181	203
1186	524
1190	1660
1204	744
1208	884
1209	1628
1211	427
1220	500
1223	935
1224	29
1225	618
1228	634
1235	2140
1238	1092
1238	1115
1238	1260
1239	1151
1247	1387
1252	183
1252	2305
1253	681
1253	697
1253	1683
1253	1684
1256	393
1256	1911
1257	1258
1258	1257
1260	337
1260	1115
1261	1450
1263	1765
1263	2262
1268	1265
1273	125
1274	726
1274	1364
1276	1336
1277	1166
1277	1548
1278	212
1280	253
1282	1872
1284	2302
1288	1063
1289	1720
1292	1024
1292	1492
1299	2062
1308	1161
1309	1311
1311	1309
1313	2013
1319	703
1326	1156
1326	1731
1336	1276
1343	355
1344	1726
1345	231
1345	431
1345	538
1345	2141
1350	1277
1352	750
1357	475
1364	1274
1365	1786
1366	768
1382	2126
1387	1247
1388	231
1388	431
1388	1793
1388	2141
1389	1392
1392	1389
1392	1928
1393	1461
1398	244
1401	1807
1413	1712
1420	1689
1428	799
1432	1440
1434	1821
1435	671
1435	856
1438	392
1438	1099
1438	1653
1440	1432
1442	1609
1445	1036
1446	1500
1447	193
1450	1261
1451	1893
1458	121
1461	1393
1464	1733
1464	2269
1477	937
1484	2022
1492	1024
1492	2222
1500	1365
1500	1446
1501	2283
1514	1803
1516	2158
1517	1852
1522	202
1522	1628
1528	2176
1531	185
1531	438
1533	533
1534	882
1534	1742
1538	475
1538	1666
1539	454
1548	1277
1549	773
1549	2101
1556	75
1556	288
1556	930
1572	1057
1576	434
1576	1586
1577	480
1577	1612
1577	1908
1582	443
1582	694
1582	903
1586	434
1586	1576
1589	1803
1591	176
1594	755
1597	1362
1598	443
1599	846
1607	1256
1609	1442
1612	81
1612	480
1612	1577
1613	745
1614	2087
1625	176
1628	1209
1628	1522
1628	1664
1629	602
1629	722
1637	1949
1638	515
1640	259
1647	750
1648	339
1649	209
1649	1779
1649	1996
1653	1438
1654	1851
1654	1915
1655	1307
1659	1060
1660	1190
1665	661
1666	1538
1674	1364
1675	1881
1675	2157
1675	2255
1683	697
1683	1253
1683	1684
1684	697
1684	1253
1684	1683
1689	1420
1693	525
1694	156
1703	492
1706	317
1712	608
1712	1413
1714	324
1715	183
1715	273
1719	685
1719	2260
1720	1289
1730	1806
1731	1326
1733	197
1733	1464
1741	1970
1741	1994
1742	841
1742	1534
1743	622
1744	1128
1755	648
1755	1785
1755	2012
1757	895
1758	1979
1760	333
1761	769
1761	2321
1765	1263
1772	534
1777	250
1778	1162
1779	1649
1779	1996
1779	2006
1785	793
1785	1755
1785	1956
1786	1365
1786	1446
1786	1500
1789	1798
1790	1085
1793	694
1795	1956
1796	1203
1798	1789
1800	1108
1803	1514
1803	2214
1806	1730
1807	1401
1811	2239
1812	1972
1822	546
1822	2101
1823	766
1834	702
1840	1848
1848	1840
1850	1878
1851	1654
1851	1915
1852	1517
1852	1857
1856	2137
1863	1959
1872	1282
1873	208
1878	1850
1879	722
1879	2089
1881	1675
1887	575
1889	830
1893	1451
1897	63
1897	896
1898	2175
1903	2188
1904	1736
1908	480
1908	1577
1911	1607
1911	2047
1915	1654
1915	1851
1921	597
1922	1887
1923	1887
1927	1014
1928	1392
1930	2273
1935	2207
1939	2192
1944	1943
1944	1951
1945	405
1949	1637
1950	598
1951	1943
1953	2267
1956	364
1956	648
1956	1785
1956	1795
1959	1863
1960	201
1964	886
1964	932
1965	750
1970	1741
1972	1812
1975	48
1975	2109
1979	1758
1981	934
1982	592
1982	793
1988	1003
1989	10
1989	456
1994	1741
1996	209
1996	1649
1996	1779
1996	2006
1999	1887
2001	830
2006	209
2006	1649
2006	1779
2006	1996
2012	793
2012	1755
2012	2013
2013	1313
2013	2012
2016	276
2018	129
2022	1484
2024	2195
2039	2283
2043	2132
2044	620
2058	860
2062	1299
2062	2111
2065	166
2067	1519
2075	1133
2077	882
2079	2112
2087	1614
2089	1879
2101	1822
2106	621
2108	2291
2111	2062
2125	906
2126	1382
2132	1950
2133	1948
2134	219
2134	2282
2137	1856
2137	2142
2141	231
2141	431
2141	637
2141	1345
2142	2137
2143	721
2144	1179
2144	2145
2148	188
2152	47
2153	1088
2155	942
2157	1675
2157	2255
2158	532
2158	1516
2159	2297
2162	1707
2162	2265
2171	865
2175	1898
2176	738
2176	1528
2177	2239
2179	322
2181	942
2191	1108
2192	1939
2195	1108
2195	2024
2197	1830
2205	438
2207	1935
2210	213
2210	635
2210	2129
2211	1139
2214	1589
2222	1492
2226	2193
2235	84
2237	441
2239	444
2239	2177
2243	942
2248	2249
2248	2253
2249	2248
2251	2249
2251	2253
2252	505
2253	2248
2253	2249
2253	2251
2255	1675
2255	2157
2258	2232
2262	1263
2265	2162
2269	1464
2274	156
2283	1501
2291	229
2291	547
2297	2159
2299	320
2299	656
2301	224
2304	2112
2305	1252
2310	583
2317	79
2321	1761
